,Cell,Ensemble_Member,Country,GWL,RCP,FFDI,RH,Temperature,Precipitation,Wind_Speed,Soil_Moisture
18977,"(49, 36)",aldrn,Australia,GWL1.5,rcp8.5,32.5786237776326,37.8439217032967,33.71748538855668,0.6309743963156718,24.37789411263084,160.74942637013865
18978,"(49, 36)",aldrq,Australia,GWL1.5,rcp8.5,36.16268637852912,41.41469194312796,31.54221430999973,0.672904069431889,23.247426934992315,136.42430273842473
18979,"(49, 36)",aldsa,Australia,GWL1.5,rcp8.5,31.90763734609772,39.26356761565836,34.12578423931081,1.1333372486559066,23.017492955186533,170.91892174554465
18980,"(49, 36)",aldsb,Australia,GWL1.5,rcp8.5,35.68661907487745,43.063309776207305,31.416813613388367,0.7350102893587027,23.2521220345619,109.22282706216873
18981,"(49, 36)",aldsc,Australia,GWL1.5,rcp8.5,37.195190104502004,39.96528484231943,33.71983301894226,0.5838762407739144,22.474668175598136,106.96926429725251
18982,"(49, 36)",aldsd,Australia,GWL1.5,rcp8.5,32.457910363797296,41.0226,32.351829891967775,0.7805076539680879,23.890682812772905,154.32636982421874
18983,"(49, 36)",aldse,Australia,GWL1.5,rcp8.5,34.771827349904235,40.00479579207921,31.95073711754072,0.5802556989748462,22.99491235574147,145.7142703367932
18984,"(49, 36)",aldsg,Australia,GWL1.5,rcp8.5,35.6733714453093,42.56631787330317,31.43600680925188,0.6995792340627476,22.2735537942798,107.49171468467195
18985,"(49, 36)",aldsh,Australia,GWL1.5,rcp8.5,36.71759849339419,39.230985598559855,33.01645630700003,0.6243453090626998,23.407415003926296,129.79246321848981
18986,"(49, 36)",aldsi,Australia,GWL1.5,rcp8.5,36.459941996508014,43.731169131238445,31.606294184207034,0.8888282713082318,23.61190547410581,117.48699387076161
18987,"(49, 36)",aldsj,Australia,GWL1.5,rcp8.5,34.59696880001998,38.01081730769231,34.10824640897604,0.6367989813943608,23.958391629604947,132.51822566986084
18988,"(49, 36)",aldsl,Australia,GWL1.5,rcp8.5,33.412392642167205,37.2411800486618,33.92224830664568,0.36901150596656507,23.688560374324688,166.41771540212514
18989,"(49, 36)",aldsn,Australia,GWL1.5,rcp8.5,34.12308761634123,41.06136658031088,32.444300231538286,0.7609134995140882,22.774847565284364,144.92979976673817
18990,"(49, 36)",aldso,Australia,GWL1.5,rcp8.5,36.77596699370443,41.30177993527508,32.6278659837017,0.6352579392203441,23.1738622360791,127.16859582532699
18991,"(49, 36)",aldsp,Australia,GWL1.5,rcp8.5,36.79251524300827,43.41813232830821,30.44161187304524,0.8515444431170447,23.42122547681358,143.91445549688547
18992,"(49, 36)",aldsq,Australia,GWL1.5,rcp8.5,37.31453241978695,39.33752166377816,33.19909761683367,0.759722183486043,24.005458803044295,122.18599231528245
18993,"(49, 37)",akuka,Australia,GWL1.5,rcp2.6,32.76127892726145,35.073856316548394,34.5743409330098,1.0371663861212201,20.88189265004919,176.31466344792972
18994,"(49, 37)",akukb,Australia,GWL1.5,rcp2.6,31.23078884248129,36.849552343329606,31.959836379849182,0.818996320438528,21.45933433873434,180.16764716323542
18995,"(49, 37)",akukc,Australia,GWL1.5,rcp2.6,32.27966547425813,39.101797991716715,33.202146849372895,1.247962597919995,20.58834167243394,156.99497674598854
18996,"(49, 37)",akuke,Australia,GWL1.5,rcp2.6,32.43616586817695,35.972159962287314,34.7650814144428,1.054884645125915,20.845878400098023,180.98535083477313
18997,"(49, 37)",akukf,Australia,GWL1.5,rcp2.6,32.5497172499964,35.0750283347843,33.01005522501161,0.8178905155880695,22.021054726806742,183.67074300771458
18998,"(49, 37)",akukh,Australia,GWL1.5,rcp2.6,33.8700644322343,40.03901465425641,31.980643998883107,1.0734994339621986,21.271813287810602,155.50353647445158
18999,"(49, 37)",akuki,Australia,GWL1.5,rcp2.6,32.91665672458944,38.14357464438991,30.96325898923372,0.6418259098317967,21.67412628633901,153.01487031233938
19000,"(49, 37)",akukj,Australia,GWL1.5,rcp2.6,33.16085434467857,36.88829020420369,33.60042829881922,0.68703355939565,22.3638501376414,160.86893559730103
19001,"(49, 37)",akukk,Australia,GWL1.5,rcp2.6,34.119538357467775,35.7610593343596,33.86730959037226,0.8075688804869042,21.154512669186545,144.64053509216575
19002,"(49, 37)",akukl,Australia,GWL1.5,rcp2.6,34.00037754048299,34.740207044908615,33.60718948564279,0.7671835301484852,22.19481493129935,144.75583969287658
19003,"(49, 37)",akukm,Australia,GWL1.5,rcp2.6,33.356149739605534,41.26243457287469,29.803427602679594,0.9914740516194547,21.081474820025484,160.88100038367332
19004,"(49, 37)",akukn,Australia,GWL1.5,rcp2.6,32.02014553014682,36.89562473753319,31.648670611457565,0.829739557284648,20.500693619832575,160.0967775140645
19005,"(49, 37)",akuko,Australia,GWL1.5,rcp2.6,31.61422379127982,37.93655471978364,31.30816873267845,0.8115665381958024,21.64983249338054,195.71487579345703
19006,"(49, 37)",akukp,Australia,GWL1.5,rcp2.6,33.497813136695086,37.039897141798264,33.860522635629245,0.933176538567082,18.216087489111544,142.00519055518035
19007,"(49, 37)",akukq,Australia,GWL1.5,rcp2.6,32.562717278471474,37.10000920246959,33.2952951458578,1.1042068566630665,18.941658366082443,140.44489619093196
19008,"(49, 37)",akula,Australia,GWL1.5,rcp2.6,33.87908408562578,36.5891197228939,33.748860696021545,0.8764172677048722,21.827126161493105,162.974509485123
19009,"(49, 37)",akulb,Australia,GWL1.5,rcp2.6,33.01310738980965,38.314864433127894,32.07990700815471,0.6910704593080865,21.078166283956605,188.81286780584992
19010,"(49, 37)",akulc,Australia,GWL1.5,rcp2.6,33.201884387665146,40.05541522361137,30.993738580652185,1.0612922753768845,19.947537282414476,144.60038607210726
19011,"(49, 37)",akuld,Australia,GWL1.5,rcp2.6,34.55308074579858,34.78315098572147,33.141823441483254,0.5994509280894096,21.249825271359068,167.42234337976737
19012,"(49, 37)",akule,Australia,GWL1.5,rcp2.6,33.33785294699823,38.155775976371004,30.048961102408402,0.5498451727751442,21.77579593989052,141.0176384509164
19013,"(49, 37)",akulg,Australia,GWL1.5,rcp2.6,32.69477806163358,36.97399669625906,32.62815125321543,0.642953564644578,21.73590906060649,173.13870535909132
19014,"(49, 37)",akuli,Australia,GWL1.5,rcp2.6,32.11366383354157,37.73427535641578,33.171080688421874,1.0248622370709703,20.975699087666005,155.66569577380037
19015,"(49, 37)",akulj,Australia,GWL1.5,rcp2.6,32.90994807570987,33.23411970872145,33.48701982533102,0.6605895296534942,22.52955080673059,188.8001853048583
19016,"(49, 37)",akull,Australia,GWL1.5,rcp2.6,32.8748428810188,37.05343297561664,33.870707793185346,0.9190623402393984,20.621295275623844,162.81061172933613
19017,"(49, 37)",akulm,Australia,GWL1.5,rcp2.6,31.99280676391673,37.80804736404909,32.31221438781608,0.9756279684154977,20.22370513516484,142.60731955616072
19018,"(49, 37)",akuln,Australia,GWL1.5,rcp2.6,33.315450667078515,34.78321510190984,33.790037097171165,0.7954091411277545,20.522415986304313,140.63152887436328
19019,"(49, 37)",akulo,Australia,GWL1.5,rcp2.6,33.45894442327785,38.97273161974582,33.38036969729832,0.926650555741659,21.98598171285246,159.7923050555554
19020,"(49, 37)",akulp,Australia,GWL1.5,rcp2.6,31.350729184384456,36.336405290030626,33.47776870835147,0.8020250027920554,21.04088147762422,192.3071088481521
19021,"(49, 37)",akulq,Australia,GWL1.5,rcp2.6,33.43205894057948,36.62802637002407,33.23429207826272,0.7920722815199455,20.956714014851883,152.05314457820012
19022,"(49, 37)",akuma,Australia,GWL1.5,rcp2.6,32.94989016710822,35.81762749188906,33.30863254596661,0.7356298050094245,21.32694884840362,174.2032721779563
19023,"(49, 37)",akumb,Australia,GWL1.5,rcp2.6,32.16246272851523,35.702745763307696,32.62718579146991,0.8421743854658742,21.448082640250046,192.73654452723088
19024,"(49, 37)",akumc,Australia,GWL1.5,rcp2.6,31.084916048775572,34.5099924476692,34.08525820733542,0.7596245743360103,22.160138052302464,195.7687320680718
19025,"(49, 37)",akume,Australia,GWL1.5,rcp2.6,32.16371144005323,36.79169329786036,30.118809215242454,0.406258173093919,22.62622374305852,183.94449357404727
19026,"(49, 37)",akumf,Australia,GWL1.5,rcp2.6,33.05497322904242,33.69388512410224,34.03502855151892,0.8035824307543514,21.623858567798287,143.66397832632066
19027,"(49, 37)",akumg,Australia,GWL1.5,rcp2.6,32.799654309365685,38.60937946010156,31.94478395891536,0.9700414020605893,21.836692777806427,148.10308765845494
19028,"(49, 37)",akumh,Australia,GWL1.5,rcp2.6,32.34609903382854,35.28266093574239,33.649875610378665,0.8381131856603357,21.34200074274296,161.14758486434368
19029,"(49, 37)",akumi,Australia,GWL1.5,rcp2.6,33.50478809973495,41.214677124120136,29.69157767688669,0.8744828425314362,21.130226433889764,150.83963782403558
19030,"(49, 37)",akumj,Australia,GWL1.5,rcp2.6,31.509423945388974,38.43204661513302,31.792784658069923,1.0020613547366266,17.773520612462224,140.17503521153745
19031,"(49, 37)",akumk,Australia,GWL1.5,rcp2.6,34.068790895640774,35.9164609608214,33.75001848984968,0.9347408189420272,21.541142434405895,171.50890243642587
